,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
2312,Coleman American Moving Services,Coleman World Group Inc,9143 Boggy Creek Rd,Orlando,FL,32824.0,coleman american moving services,32824,9143,0.0,-81.3494395697,28.4332655491,9143.0
2313,OCASA Logistics Solutions,OCASA Inc.,3450 NW 113 Court,Miami,FL,33178.0,ocasa logistics solutions,33178,3450,25.0,-80.379893271,25.805739138,3450.0
2314,"Rivas,  Raul FLC",Raul Rivas,403  South  24th St,Fort Pierce,FL,34950.0,rivas  raul flc,34950,403,0.0,-80.3489782222,27.4447326523,403.0
2315,Regency Towers,"Regency Towers Owners Association, Inc.",5801 Thomas Drive,Panama City,FL,32405.0,regency towers,32405,5801,39.0,-85.6208838617,30.1925815,2499.0
2316,"Gancedo Technologies, Inc.","Gancedo Technologies, Inc.",7210 NW 25th St,Miami,FL,33122.0,gancedo technologies inc,33122,7210,11.0,-80.334737152,25.7968682249,8400.0
2317,A7 LLC,A7 LLC,2841 NW 2 ave,Miami,FL,33142.0,a7 llc,33142,2841,15.0,-82.365563142,29.6503224959,2841.0
2318,"Hope Center, Inc.","Hope Center, Inc.",666 Southwest 4th Street,Miami,FL,33130.0,hope center inc,33130,666,0.0,-80.205364097,25.7698075387,666.0
2319,Europa Stone,Europa Stone,2706 North Armenia Avenue,Tampa,FL,33607.0,europa stone,33607,2706,0.0,-82.4850001516,27.9645640522,2706.0
2320,U.C.P./Central Administration & Development,"UNITED CEREBRAL PALSY ASSOCIATION OF MIAMI, I",2700 W. 81 St.,Hialeah,FL,33016.0,ucp/central administration & development,33016,2700,16.0,-82.4290700117,29.6279160217,2700.0
2321,U.C.P. NORWOOD,"UNITED CEREBRAL PALSY ASSOCIATION OF MIAMI, I",1160 NW 159 Drive,Miami,FL,33169.0,ucp norwood,33169,1160,20.0,-80.2187567521,25.9212756092,1160.0
2322,Alumni Research Inc,Alumni Research Inc,3333 US Hwy. 19 Suite #2,Holiday,FL,34691.0,alumni research inc,34691,3333,38.0,-82.7399298538,28.2012665688,2999.0
2323,Industrial Plastic Proudct Inc,Industrial Plastic Proudct Inc,6012  33rd St East,Bradenton,FL,34203.0,industrial plastic proudct inc,34203,6012,0.0,-82.5219618414,27.4337830794,6012.0
2324,JTS Woodworking,"J.T.S. Woodworking, Inc.",75 NW 18th Ave,Delray Beach,FL,33444.0,jts woodworking,33444,75,0.0,-80.0919224312,26.467602776,75.0
2325,Pasquale Italian Restaurant & Deli,"Pizza Star, Inc.",1406 Cypress Drive,Jupiter,FL,33458.0,pasquale italian restaurant & deli,33458,1406,69.0,-80.1390698205,26.9585577432,6726.0
2326,Diamond / Foxy,"Sedd, Inc. / Sin-Na-Bar, Inc.",3935 Grand Boulevard,New Port Richey,FL,34652.0,diamond / foxy,34652,3935,13.0,-82.7235858496,28.2154866921,3935.0
2327,"DAC Enterprises of Tampa, Inc","DAC Enterprises of Tampa, Inc","6089 Johns Road, Suite 1 & 2",Tampa,FL,33634.0,dac enterprises of tampa inc,33634,6089,15.0,-82.5496611236,28.0075281262,6089.0
2328,"Bay View One, LLC d/b/a Hampton Inn","Bay View One, LLC d/b/a Hampton Inn",10110 Horace Ave.,Tampa,FL,33619.0,bay view one llc d/b/a hampton inn,33619,10110,6.0,-82.334647467,27.9450921782,10110.0
2329,"Reprographics Services, Inc","REPROGRAPHICS SERVICES, INC.",1036 SW 8th St.,Miami,FL,33130.0,reprographics services inc,33130,1036,0.0,-80.2119108687,25.7658385145,1036.0
2330,McDonalds of Bay County,"Johnstone Foods, Inc.",3608 W. Highway 98,Panama City,FL,32401.0,mcdonalds of bay county,32401,3608,17.0,-85.7077468047,30.1808181178,3608.0
2331,HealthMark Home Health Agency,"Healthmark of Walton, Inc.",4413 US Hwy 331 South,Defuniak Springs,FL,32435.0,healthmark home health agency,32435,4413,30.0,-86.1215931817,30.662880231,4413.0
2332,Solano Cycles,"Solano Cycle, Inc.",1024 South Main St.,Gainesville,FL,32601.0,solano cycles,32601,1024,0.0,-82.3257838487,29.6422720159,1024.0
2333,Aamco Transmissions,"Charlesdale Associates, Inc.",134 Mason Ave,Daytona Beach,FL,32117.0,aamco transmissions,32117,134,0.0,-81.02677604,29.2285993006,134.0
2334,Aimee's Hallmark,"Aldrich and Associates of Volusia, Inc.",1700 West International Speedway,Daytona Beach,FL,32114.0,aimees hallmark,32114,1700,22.0,-81.0648951229,29.1936588515,1700.0
2335,Varona's Restaurant,"Varona Enterprises of Florida, Inc.",5121 N 12th Ave,Pensacola,FL,32504.0,varonas restaurant,32504,5121,1.0,-87.1999218594,30.4738025711,5121.0
2336,Support Care Group Inc,Support Care Group Inc,13112 SW 128 Str,Miami,FL,33186.0,support care group inc,33186,13112,30.0,-80.4057491927,25.648557848,13112.0
2337,Wallace Peacock Farms (AGER),"Strawberry Gardens, Inc",2515 Al Simmons Road,Dover,FL,33527.0,wallace peacock farms (ager),33527,2515,0.0,-82.223781459,27.9819211761,2515.0
2338,Louise Graham Regeneration Center,Louise Graham Regeneration Center,2301 3rd Avenue South,Saint Petersburg,FL,33712.0,louise graham regeneration center,33712,2301,4.0,-82.6644235926,27.7684352445,2301.0
2339,Precision Fabricating & Cleaning,"Precision Fabricating & Cleaning Co., Inc.",3975 East Railroad Avenue,Cocoa,FL,32926.0,precision fabricating & cleaning,32926,3975,7.0,-80.7657002443,28.4306930458,3975.0
2340,C.H. Toro International,"C.H. Toro International, LTD Corp","20900 NE 30th Avenue, Suite 307",Aventura,FL,33180.0,ch toro international,33180,20900,0.0,-80.1418435489,25.9690535761,20900.0
2341,Best Western,"B & JCM Properties, L.L.C.",1900 Sterling Road,Dania,FL,33004.0,best western,33004,1900,18.0,-80.1642274077,26.048196799,1873.0
2342,Fire Safety Inc,Fire Safety Inc,2721 Roosevelt Blvd.,Clearwater,FL,33760.0,fire safety inc,33760,2721,9.0,-82.7243578211,27.916285669,2700.0
2343,North Lakeland Foot Clinic,"James Pruchniewski, DPM, P.A.",4973 Hwy 98 N,Lakeland,FL,33809.0,north lakeland foot clinic,33809,4973,15.0,-81.9736538353,28.1040209507,4973.0
2344,"Reynaldo Arriaga, HP","Reynaldo Arriaga, HP",3116 Dixon Avenue,Dover,FL,33527.0,reynaldo arriaga hp,33527,3116,0.0,-82.2162084007,27.9933144129,3116.0
2345,"Dr Aslam M. Khan, MD PA","Aslam M. Khan, M.D., P.A.",4900 West Oakland Park Blvd,Lauderdale Lakes,FL,33313.0,dr aslam m khan md pa,33313,4900,0.0,-80.2142684497,26.164793941,4900.0
2346,Broadway Ristorante & Pizzeria,"Broadway Ristorante & Pizzeria IX, Inc.",10920 Baymeadows Road,Jacksonville,FL,32256.0,broadway ristorante & pizzeria,32256,10920,0.0,-81.5186806819,30.2157659682,10920.0
2347,Sonny's Real Pit Bar-BQ,"South Florida Barbeque, Inc",4834 Palm Beach Blvd,Fort Myers,FL,33905.0,sonnys real pit bar-bq,33905,4834,8.0,-81.8098812487,26.6777961507,4834.0
2348,"George Sprouse, AGER/HP",George Sprouse,4613 Turkey Creek Road,Plant City,FL,33567.0,george sprouse ager/hp,33567,4613,0.0,-82.170487214,27.9519376622,4613.0
2349,Keiser Career College,Keiser  Career College,17395  NW 59th Ave,Hialeah,FL,33015.0,keiser career college,33015,17395,12.0,-80.2981000419,25.9325891765,17395.0
2350,"Reed Concrete and Construction, Inc.","Reed C&C, LLC",107 E. Montana Ave,Bonifay,FL,32425.0,reed concrete and construction inc,32425,107,0.0,-85.6790870448,30.8013009023,107.0
2351,Family Healthcare of Chipley,"Samuel E. Ward, M.D., P.L.",1410 Brickyard Rd,Chipley,FL,32428.0,family healthcare of chipley,32428,1410,2.0,-85.5476130892,30.7645384646,1401.0
2352,Parks' Place Daycare and Learning,"Parks' Place Daycare & Learning Center, LLC",5500 Shindler Drive,Jacksonville,FL,32222.0,parks place daycare and learning,32222,5500,0.0,-81.7981941049,30.2460263992,5500.0
2353,3 in 1 Child Care and Learning Center,3 in 1 Child Care Learning Center,4025 Emerson Street,Jacksonville,FL,32207.0,3 in 1 child care and learning center,32207,4025,0.0,-81.6256485791,30.2911416556,4025.0
2354,Churchs Chicken,Florida Chicken Inc.,6037 Merrill Rd.,Jacksonville,FL,32277.0,churchs chicken,32277,6037,0.0,-81.5960629994,30.3518298124,6037.0
2355,Devito South Beach LLC,150 Ocean Drive LLC,150 Ocean Drive,Miami Beach,FL,33139.0,devito south beach llc,33139,150,0.0,-80.1330226961,25.7702416697,150.0
2356,Unlimited Medical Services of Florida,"Unlimited Medical Services of Florida, P.L.",5580 E. Grant Street,Orlando,FL,32822.0,unlimited medical services of florida,32822,5580,7.0,-81.3055448171,28.5172685967,5864.0
2357,Applebee's,"Casual Restaurant Concepts II, LLC",1390 Dunlawton Ave.,Port Orange,FL,32127.0,applebees,32127,1390,2.0,-81.0175709542,29.1203498246,1301.0
2358,The Continental Group,"The Continental Group, Inc.",2950 N 28th Terrace,Hollywood,FL,33020.0,the continental group,33020,2950,0.0,-80.1645345749,26.0360308263,2950.0
2359,Janitorial Crew,"K.E.R. Cleaning Services, Inc.",3550 Biscayne Blvd. #305,Miami,FL,33137.0,janitorial crew,33137,3550,0.0,-80.1895755801,25.8101653358,3550.0
2360,Lighting Corporation,Lighting Corporation,2109  Red Road,Miami,FL,33155.0,lighting corporation,33155,2109,13.0,-80.2872666922,25.7507890505,2109.0
2361,"American Debt Specialist, Inc.",Berkshire Marketing Group LLC,1642 N. Volusha Ave Suite 202,Orange City,FL,32763.0,american debt specialist inc,32763,1642,10.0,-81.2986195418,28.9615641883,1642.0
2362,"The Valencia Language Group, Inc","The Valencia Language Group, Inc.",9578 NW 41st Street,Miami,FL,33178.0,the valencia language group inc,33178,9578,5.0,-80.3514872635,25.8115651054,9578.0
2363,Rodolfo Rivera FLC,Rodolfo Rivera,236 S. 5th Street,Immokalee,FL,34142.0,rodolfo rivera flc,34142,236,2.0,-81.4214019515,26.4209862364,236.0
2364,"Juan Carlos Gomez, FLC",Juan Carlos Gomez,2734 Eden Avenue,Immokalee,FL,34142.0,juan carlos gomez flc,34142,2734,0.0,-81.4482732958,26.438404745,2734.0
2365,Zamora Harvesting,"Zamora Harvesting, Inc.",2785 State Street,Immokalee,FL,34142.0,zamora harvesting,34142,2785,0.0,-81.4389456675,26.4634326271,2785.0
2366,"Summit Environmental Services, LLC  #0032","Summit Environmental Servcies, LLC","7200 Plantation Road, Suite 3",Pensacola,FL,32504.0,summit environmental services llc  #0032,32504,7200,9.0,-87.2281347748,30.5013274672,7200.0
2367,Utopia Farms,"Utopia Farms II, LLC",1822 Amberwynd Circle,Palmetto,FL,34221.0,utopia farms,34221,1822,0.0,-82.6160015394,27.5299454474,1822.0
2368,Gilberto Zarate,"Gilberto Zarate, FLC",23140 Tinas Lane,Cape Coral,FL,33904.0,gilberto zarate,33904,23140,9.0,-81.5742817448,26.4980491836,23140.0
2369,Juan Torres FLC,Juan Torres FLC,1104 Christian Terrace,Immokalee,FL,34142.0,juan torres flc,34142,1104,0.0,-81.4690687097,26.4341456192,1104.0
2370,"Herlinda Resendiz, FLC","Herlinda Resendiz, FLC",526 Dilsa Lane,Immokalee,FL,34142.0,herlinda resendiz flc,34142,526,0.0,-81.4420856382,26.4265009572,526.0
2371,Florida Department of Corrections,Florida Department of Corrections,33123 Oil Well Rd,Punta Gorda,FL,33955.0,florida department of corrections,33955,33123,0.0,-81.9090068872,26.8106076332,33123.0
2372,Lockhart Country Cafe,"Lockhart Country Cafe, Inc.",7153 Rose Avenue,Orlando,FL,32810.0,lockhart country cafe,32810,7153,7.0,-81.4433131089,28.6212350438,7153.0
2373,Hammond House,"The Hammond House, Inc.",5301 Mckennely Street,Hollywood,FL,33021.0,hammond house,33021,5301,30.0,-80.1965455489,26.0234612617,5301.0
2374,South Florida Business Ventures Inc.,Ramada Plaza Resort,200 Knuth Rd. Suite 100,Boynton Beach,FL,33436.0,south florida business ventures inc,33436,200,9.0,-80.0986383676,26.530551,1200.0
2375,Compass Financial Group,H Global Marketing LLC,"4 West Olas Blvd, Suite 410",Fort Lauderdale,FL,33301.0,compass financial group,33301,4,33.0,-81.8606714396,26.5225065258,4.0
2376,Pack and  Sack #2,Akadashi LLC,10015 SE Hwy 25,Belleview,FL,34420.0,pack and  sack #2,34420,10015,26.0,-82.0428552841,29.0622626874,6567.0
2377,Redi-Med,Redi-Med of Bonita Springs LLC,9400 Bonita Beach Rd #101,Bonita Springs,FL,34135.0,redi-med,34135,9400,4.0,-81.799375625,26.3306861452,9400.0
2378,Porky's BBQ & Sports Bar,Frances Diane Rich,18011 South Tamiami Trl,Fort Myers,FL,33908.0,porkys bbq & sports bar,33908,18011,18.0,-81.8233317242,26.4548816355,19591.0
2379,"Matamoros Harvest, Inc.","Matamoros Harvest, Inc / Oscar Matamoros, FLC",328 West Trinidad Avenue,Clewiston,FL,33440.0,matamoros harvest inc,33440,328,0.0,-80.9366805008,26.7513891792,328.0
2380,Pompano Masonry Corporation,Pompano Masonry Corporation,880 S. Andrews Ave,Pompano Beach,FL,33069.0,pompano masonry corporation,33069,880,2.0,-80.1385189011,26.2181555,880.0
2381,"Figueroa Trucking Corporation, FLC","Noel Figueroa, FLC",405 SE 3rd St,South Bay,FL,33493.0,figueroa trucking corporation flc,33493,405,0.0,-80.70907096,26.6607680422,405.0
2382,BGI,"BGI Management, LLC",9771 87th Place South,Boynton Beach,FL,33472.0,bgi,33472,9771,14.0,-80.2021453955,26.5463707466,9771.0
2383,Metro Federal Patrol,Metro Federal Patrol Inc,7323-B West Flagler St,Miami,FL,33144.0,metro federal patrol,33144,7323-B,5.0,-80.3101363174,25.7703427122,7099.0
2384,Blue Water Landscape,"Macleod Properties, LLC",12072 SE Vulcan Avenue,Hobe Sound,FL,33455.0,blue water landscape,33455,12072,0.0,-80.1266081429,27.0565847028,12072.0
2385,Bright Minds International Academy,"Education First, Inc.",7150 W. McNab Road,Tamarac,FL,33321.0,bright minds international academy,33321,7150,6.0,-80.2701001893,26.2082604438,8820.0
2386,Moments Notice,Moments Notice Diversified Construction Group,254 S. Ronald Reagan Blvd #229,Longwood,FL,32750.0,moments notice,32750,254,0.0,-81.3464033687,28.696503301,254.0
2387,"Kelly, Collins Gentry Inc",Kelly Collins & Gentry Inc,1700 N Orange Ave Suite 300,Orlando,FL,32804.0,kelly collins gentry inc,32804,1700,0.0,-81.3728178808,28.5664875531,1700.0
2388,Cruise Adventure Travel,Cruise Adventure Travel LLC,124 E. Colonial Drive,Orlando,FL,32801.0,cruise adventure travel,32801,124,0.0,-81.376443332,28.5530411996,124.0
2389,Gaylord Palms Resort and Convention Center,Gaylord Entertainment Company,6000 W. Osceola Parkway,Kissimmee,FL,34746.0,gaylord palms resort and convention center,34746,6000,2.0,-81.5329143369,28.3454231262,6000.0
2390,Coral Ridge Auto & RV,"Coral Ridge Auto & RV, Inc.",3017 Cooper St,Punta Gorda,FL,33951.0,coral ridge auto & rv,33951,3017,8.0,-82.039658201,26.9243512384,1599.0
2391,SMI Security Management,SMI Security Management,2555 NW 102 Avenue,Miami,FL,33172.0,smi security management,33172,2555,25.0,-80.3609744357,25.797389291,2555.0
2392,Olde Hickory Golf & Country Club,Olde Hickory Golf & Country Club Master Asso.,14670 Old Hickory Blvd.,Fort Myers,FL,33912.0,olde hickory golf & country club,33912,14670,0.0,-81.8017955724,26.5288395455,14670.0
2393,Taste of New York Pizzeria & Cafe,"Taste of New York Pizzeria & Cafe, Inc.","13499 S Cleveland Ave., Suite 222",Fort Myers,FL,33912.0,taste of new york pizzeria & cafe,33912,13499,10.0,-81.8856655198,26.6623309262,13499.0
2394,"All American Oil of Brevard, Inc","Bona Fide Management, Inc.",402 High Point Drive,Cocoa,FL,32926.0,all american oil of brevard inc,32926,402,7.0,-80.7539484944,28.4028694853,402.0
2395,IHOP,"Hayden Investments, Inc.",1101 East 23rd Street,Panama City,FL,32405.0,ihop,32405,1101,2.0,-85.678932199,30.1897247747,1101.0
2396,Marina Bay Resort,"Marina Bay Resort Condominium Association, In",80 Miracle Stripe Pkwy,Fort Walton Beach,FL,32548.0,marina bay resort,32548,80,18.0,-86.6045965133,30.4036649624,242.0
2397,"Travelynx, Inc.","Travel Lynx, Inc of Brevard County",355 Williams Point Blvd.,Cocoa,FL,32927.0,travelynx inc,32927,355,7.0,-80.7650560307,28.4509704803,355.0
2398,First Turn Lounge,Hilliarrd Bros. of Volusia County,5236 South Ridgewood Ave,Port Orange,FL,32127.0,first turn lounge,32127,5236,0.0,-80.978321895,29.1246819743,5236.0
2399,Tires Plus,"Morgan Tire & Auto, LLC",5524 South Flamingo Road,Cooper City,FL,33330.0,tires plus,33330,5524,0.0,-80.3131711195,26.0513558864,5524.0
2400,"Broedell Plumbing Supply, Inc.-Sarasota","Broedell Plumbing Supply, Inc.",1531 Edgar Place,Sarasota,FL,34240.0,broedell plumbing supply inc-sarasota,34240,1531,10.0,-82.4428024614,27.3219660504,1531.0
2401,Day Spring Christian Academy,Winners Learning Centers Inc,3418 South Conway Road,Orlando,FL,32812.0,day spring christian academy,32812,3418,6.0,-81.3309261792,28.5021774574,3418.0
2402,Century Link,United Telephone Company of Florida,175 E Altamonte Dr,Altamonte Springs,FL,32701.0,century link,32701,175,2.0,-81.3846557612,28.6618579318,142.0
2403,Prime Sushi Restaurant,Prime Sushi LLC,726 Arthur Godfried Road,Miami Beach,FL,33140.0,prime sushi restaurant,33140,726,20.0,-80.1311170686,25.8137585179,726.0
2404,Captain Shon's Sea Food Grill,Captain Shon's Sea Food Grill,103360 Overseas Hway.,Key Largo,FL,33037.0,captain shons sea food grill,33037,103360,0.0,-80.4049695818,25.1348388537,103360.0
2405,Applebees,Casual Restaurant Concepts,829 Providence Rd,Brandon,FL,33511.0,applebees,33511,829,0.0,-82.3158290166,27.9256100275,829.0
2406,Casey Key Fish House,"Casey Key Fish House, Inc",801 Blackburn Point Rd,Osprey,FL,34229.0,casey key fish house,34229,801,7.0,-82.4892298194,27.1796787649,419.0
2407,"Sisters of Salt Management Services, Inc.","Sisters of Salt Management Services, Inc.",13410 Hunter's Point,Spring Hill,FL,34609.0,sisters of salt management services inc,34609,13410,33.0,-82.4880381817,28.4959585196,4398.0
2408,CPS Investment Advisors,CPS Investment Advisors,1509 S. Florida Ave.,Lakeland,FL,33803.0,cps investment advisors,33803,1509,0.0,-81.9572045381,28.0262969533,1509.0
2409,"Mid-State Energy, Inc","Mid-State Energy, Inc",1130 North Scenic Hwy,Lake Wales,FL,33853.0,mid-state energy inc,33853,1130,2.0,-81.5908967409,27.9152685869,1101.0
2410,"J.G. & CO., LLC/Joffrey's coffee & tea compan","J.G. & CO., LLC",1600 East 8th Avenue,Tampa,FL,33605.0,jg & co llc/joffreys coffee & tea compan,33605,1600,0.0,-82.441758639,27.9610833675,1600.0
2411,Florida Pain Management Holdings LLC,Florida Pain Management Holdings LLC,6333 54th Ave N,Saint Petersburg,FL,33709.0,florida pain management holdings llc,33709,6333,13.0,-82.7227921482,27.8210653544,6333.0
2412,Westminster Communities of Bradenton,"Presbyterian Retirement Communities, Inc",1533 4th Ave.,Bradenton,FL,34205.0,westminster communities of bradenton,34205,1533,2.0,-82.5767575358,27.4963231067,1533.0
2413,"Clear Springs Enterprise, LLC/Clear Springs S","Clear Springs Enterprise, LLC",6105 Spirit Lake Road,Winter Haven,FL,33880.0,clear springs enterprise llc/clear springs s,33880,6105,22.0,-81.7775502997,28.0071876261,1047.0
2414,Max's Gourmet Bagels,"Coffeeco, Inc.",849 South Federal Highway,Stuart,FL,34994.0,maxs gourmet bagels,34994,849,2.0,-80.2545313067,27.1919183602,849.0
2415,Financial Educational Services,"Qualified Holdings and Management, Inc.",14001 63rd Way Ste 200,Clearwater,FL,33760.0,financial educational services,33760,14001,9.0,-82.7233513891,27.8998176077,14001.0
2416,Rigatoni Tuscan Oven,"Rigatoni, Inc",3437 W. Kennedy Blvd,Tampa,FL,33609.0,rigatoni tuscan oven,33609,3437,0.0,-82.5001402602,27.9448989868,3437.0
2417,Grafika 23 Inc.,"Grfika, Inc - 7-Eleven Franchise Store",3444 W. Columbus Drive,Tampa,FL,33619.0,grafika 23 inc,33619,3444,9.0,-82.3888327042,27.9668677508,5900.0
2418,Hillsborough Community College,Hillsborough Community College,39 Columbia Drive,Tampa,FL,33606.0,hillsborough community college,33606,39,0.0,-82.4569520272,27.9347576367,39.0
2419,Northside Mental Health Center,"Northside Mental Health Center, Inc.",12512 Bruce B Downs Boulevard,Tampa,FL,33612.0,northside mental health center,33612,12512,10.0,-82.4261674328,28.0603401461,12512.0
2420,Heisner Enterprises Partnership,McDonalds,6858 Okeechobee Boulevard,West Palm Beach,FL,33409.0,heisner enterprises partnership,33409,6858,4.0,-80.1511738255,26.7080929918,6775.0
2421,"Tom Terry Moviing, Inc","Tom Terry Moving, Inc.",321 Maple Avenue,Jacksonville,FL,32220.0,tom terry moviing inc,32220,321,0.0,-81.814861779,30.3232360778,321.0
2422,Top Image USA,"Top Image USA, Inc.","6851 Sunrise Blvd, Suite 100",Fort Lauderdale,FL,33313.0,top image usa,33313,6851,20.0,-80.2538619805,26.1487638231,7301.0
2423,Bethel Kids Care,New Bethel Missionary Baptist Church of W.H,123 Ave Y NE,Winter Haven,FL,33881.0,bethel kids care,33881,123,83.0,-81.7179415481,28.0493813365,727.0
